209,41,1987,2060,2060
210,41,1988,2064,2064
211,41,1990,2067,2067
212,41,1988,2071,2071
298,41,1988,2040,2040
299,41,1988,2039,2039
300,41,1982,2030,2030
174,42,2015,2042,2060
175,42,2012,2044,2063
176,42,2016,2050,2069
177,42,2025,2051,2073
178,42,2024,2052,2073
183,42,1976,2041,2041
184,42,1971,2035,2035
186,42,1980,2045,2045
187,42,1980,2046,2046
188,42,1984,2047,2047
189,42,1981,2047,2047
190,42,1980,2047,2047
191,42,1974,2043,2043
192,42,1971,2043,2043
193,42,1975,2044,2044
194,42,1978,2046,2046
195,42,1974,2048,2048
196,42,1983,2052,2052
197,42,1983,2055,2055
198,42,1989,2059,2059
199,42,1989,2063,2063
200,42,1988,2066,2066
201,42,1994,2071,2071
202,42,1992,2074,2075
203,42,1991,2072,2077
204,42,1993,2069,2077
205,42,1996,2064,2079
206,42,1992,2058,2077
207,42,1991,2056,2075
208,42,1989,2059,2070
209,42,1992,2057,2072
210,42,1991,2050,2064
211,42,1997,2055,2070
212,42,1999,2060,2080
298,42,1989,2034,2046
299,42,1990,2040,2040
300,42,1985,2030,2030
301,42,1931,2017,2017
175,43,2013,2043,2063
176,43,2013,2049,2070
187,43,1982,2042,2048
188,43,1983,2037,2047
189,43,1985,2039,2048
190,43,1986,2042,2050
191,43,1985,2046,2054
192,43,1988,2052,2053
193,43,1987,2054,2054
194,43,1984,2054,2055
195,43,1986,2051,2058
196,43,1991,2048,2059
197,43,1989,2046,2060
198,43,1993,2046,2061
199,43,1994,2046,2061
200,43,1992,2048,2064
201,43,1991,2050,2067
202,43,1995,2049,2068
203,43,1993,2050,2069
204,43,1996,2050,2068
205,43,1998,2049,2065
206,43,2001,2045,2062
207,43,1999,2043,2061
208,43,1997,2046,2063
210,43,1996,2043,2062
211,43,1999,2049,2067
212,43,2002,2052,2069
298,43,1994,2027,2040
299,43,1993,2036,2045
300,43,1987,2031,2031
301,43,2030,2018,2018
188,44,1986,2035,2047
189,44,1989,2035,2047
190,44,1988,2035,2048
191,44,1993,2036,2049
192,44,1991,2038,2050
193,44,1991,2037,2050
194,44,1996,2037,2050
195,44,1991,2038,2052
196,44,1997,2038,2054
197,44,1999,2038,2056
198,44,1994,2038,2057
199,44,2002,2041,2059
200,44,2001,2043,2062
201,44,2002,2044,2063
202,44,2003,2044,2064
203,44,1999,2045,2064
204,44,1999,2044,2064
205,44,2084,2043,2063
206,44,1999,2041,2062
207,44,2001,2042,2062
208,44,2004,2042,2063
295,44,2003,2027,2051
296,44,2003,2027,2050
297,44,2000,2027,2048
298,44,1999,2026,2044
299,44,1993,2032,2043
300,44,1988,2030,2030
301,44,2030,2018,2018
189,45,1988,2034,2047
190,45,1993,2035,2049
191,45,2000,2034,2050
192,45,2000,2034,2051
193,45,2002,2036,2051
194,45,2000,2034,2050
195,45,1998,2033,2052
196,45,1998,2034,2054
197,45,2003,2035,2056
198,45,2005,2037,2058
199,45,2003,2038,2059
200,45,2005,2040,2061
201,45,2003,2041,2063
202,45,2007,2042,2064
203,45,2005,2043,2065
204,45,2004,2042,2065
205,45,2004,2043,2069
295,45,2002,2028,2051
296,45,2001,2027,2050
297,45,1999,2026,2047
298,45,1997,2025,2043
299,45,1992,2032,2044
300,45,1983,2029,2029
301,45,2027,2016,2016
191,46,2008,2034,2054
192,46,2005,2034,2055
193,46,2006,2035,2053
194,46,2004,2033,2052
195,46,2002,2033,2053
196,46,2003,2033,2055
197,46,2005,2035,2057
198,46,2007,2035,2058
199,46,2005,2037,2060
200,46,2096,2039,2062
201,46,2006,2040,2064
202,46,2003,2041,2065
203,46,2005,2041,2066
204,46,2007,2042,2069
205,46,2009,2041,2070
296,46,2002,2028,2051
297,46,1999,2028,2047
298,46,1995,2026,2041
299,46,1989,2038,2038
300,46,1980,2024,2024
301,46,2024,2015,2015
306,46,1800,1980,1980
192,47,2006,2036,2059
193,47,2006,2034,2056
194,47,2002,2033,2054
195,47,2003,2032,2054
196,47,2002,2033,2056
197,47,2002,2034,2057
198,47,2006,2036,2060
0,0,0,0,0
200,47,2003,2038,2063
201,47,2007,2038,2064
202,47,2007,2040,2067
203,47,2001,2041,2071
204,47,2004,2044,2071
282,47,1999,2031,2056
283,47,1998,2032,2057
302,47,1931,2012,2012
303,47,1931,2011,2011
192,48,2002,2032,2056
193,48,2008,2033,2055
194,48,2005,2033,2054
195,48,2006,2032,2054
196,48,2005,2032,2055
197,48,2004,2033,2057
198,48,2002,2035,2060
199,48,2002,2035,2062
200,48,2002,2037,2064
201,48,2005,2038,2065
202,48,2003,2041,2070
203,48,2010,2043,2072
204,48,2012,2045,2074
282,48,1998,2031,2056
283,48,2000,2031,2056
192,49,2005,2031,2053
193,49,2002,2030,2052
194,49,2007,2032,2054
195,49,2003,2031,2054
196,49,2003,2033,2055
197,49,2004,2033,2057
198,49,2003,2034,2059
199,49,2004,2035,2062
200,49,2005,2035,2064
201,49,2004,2037,2067
202,49,2004,2041,2070
203,49,2010,2044,2073
0,0,0,0,0
282,49,2001,2030,2055
283,49,1999,2031,2057
192,50,2003,2033,2054
193,50,2003,2031,2052
194,50,2001,2031,2052
195,50,2004,2033,2055
196,50,2001,2034,2057
197,50,2002,2034,2058
198,50,2001,2035,2060
199,50,2001,2035,2062
200,50,1999,2035,2064
201,50,2003,2037,2068
0,0,0,0,0
0,0,0,0,0
204,50,2002,2043,2075
205,50,2006,2042,2074
206,50,2006,2044,2076
282,50,2001,2031,2057
283,50,2000,2032,2058
306,50,1800,1921,1921
307,50,1800,1921,1921
193,51,2001,2033,2054
194,51,2003,2035,2056
195,51,2001,2034,2056
199,51,2000,2036,2061
200,51,1997,2035,2063
201,51,2006,2037,2069
0,0,0,0,0
203,51,2005,2045,2077
204,51,2006,2045,2078
205,51,2007,2046,2079
206,51,2009,2048,2081
281,51,2000,2036,2063
282,51,2000,2033,2059
283,51,1998,2031,2056
306,51,1800,1921,1921
307,51,1800,1921,1921
308,51,1800,1921,1921
199,52,2001,2033,2058
200,52,2000,2035,2061
201,52,2000,2038,2069
0,0,0,0,0
280,52,2002,2035,2061
281,52,1998,2032,2057
282,52,1998,2032,2057
283,52,2000,2030,2056
306,52,1800,1921,1921
307,52,1800,1921,1921
308,52,1800,1921,1921
200,53,2000,2034,2061
201,53,2000,2037,2064
280,53,2003,2031,2057
281,53,1998,2030,2055
282,53,2000,2034,2058
306,53,2072,1921,1921
307,53,2085,1921,1921
308,53,2080,1921,1921
199,54,2003,2044,2076
200,54,2003,2037,2062
201,54,1999,2037,2063
202,54,2003,2039,2072
280,54,2000,2029,2054
281,54,1999,2028,2053
282,54,1999,2032,2056
306,54,2087,2077,2077
307,54,2088,2080,2080
308,54,2084,1921,1921
195,55,2001,2045,2069
196,55,1999,2048,2071
197,55,1994,2046,2072
198,55,2000,2048,2075
199,55,2005,2046,2076
200,55,2000,2037,2064
201,55,1997,2036,2063
202,55,2003,2037,2064
203,55,1998,2034,2061
275,55,1997,2033,2058
276,55,2001,2034,2059
277,55,1999,2032,2056
278,55,2001,2032,2055
279,55,2003,2031,2054
280,55,1997,2027,2051
281,55,1999,2027,2051
282,55,1998,2030,2054
283,55,2001,2032,2056
306,55,2088,2085,2085
307,55,2089,2085,2085
308,55,2087,1921,1921
176,56,1985,2050,2083
177,56,1988,2054,2083
182,56,1985,2060,2086
183,56,1990,2059,2086
192,56,1999,2045,2070
193,56,2006,2049,2075
194,56,1997,2050,2075
195,56,1995,2045,2069
196,56,1997,2042,2066
197,56,1997,2041,2062
198,56,1996,2041,2064
199,56,2002,2042,2069
200,56,2002,2037,2063
201,56,1999,2034,2061
202,56,1996,2034,2062
203,56,1996,2031,2057
274,56,1999,2031,2056
275,56,1998,2031,2055
276,56,1998,2029,2054
277,56,1999,2028,2050
278,56,1999,2026,2049
279,56,1998,2026,2049
280,56,1998,2026,2049
281,56,1999,2026,2049
282,56,1998,2028,2051
283,56,1998,2034,2058
305,56,2095,2073,2085
306,56,2093,2079,2092
307,56,2090,2091,2091
308,56,2052,1921,1921
63,57,2026,2030,2030
64,57,1972,2052,2052
176,57,2084,2046,2079
177,57,1987,2054,2088
178,57,1991,2058,2092
179,57,1988,2059,2094
180,57,1987,2061,2096
181,57,1990,2064,2097
182,57,1983,2064,2097
183,57,1989,2066,2110
190,57,1987,2043,2067
