209,41,6.4979,6.2471,6.0186,5.7943,5.5815,5.3903,5.2064,5.0596,4.9312,4.8253,4.751,4.7153,4.6914,4.6761,4.6721,4.716,4.7735,4.8225,4.8716,4.9078,4.9557,4.9878,5.0168,5.0405,5.0826,5.1447,5.1722,5.1656,5.1817,5.2084,5.2116,5.2093,5.1877,5.1872,5.1914,5.1702,5.1491,5.1449,5.1427,5.1169,5.095,5.0715,5.0536,5.0672,5.1207,5.1688,5.2103,5.2336,5.2418,5.2737,5.3042,5.3378,5.3566,5.3822,5.3937,5.4176,5.4662,5.4678,5.4534,5.462,5.4617,5.4438,5.4455,5.4447,5.4598,5.4753,5.4698,5.4713,5.4923,5.5253,5.5524,5.5906,5.6266,5.6591,5.7186,5.7628,5.822,5.9194,6.0015,6.0713,6.1208,6.1747,6.2188,6.2359,6.2321,6.1854,6.1027,6.0218,5.9576,5.9202,5.8598,5.7996,5.7069,5.6188,5.5452,5.4728,5.3886,5.2749,5.16,5.0461,4.9834,4.9423,4.9248,4.9321,4.944,4.9464,4.9366,4.9244,4.9082,4.898,4.8538,4.8166,4.7786,4.7298,4.6499,4.5533,4.4508,4.3609,4.2332,4.1323,4.053,4.0059,3.9528,3.9127,3.8715,3.8446,3.8144,3.7695,3.7101,3.6339,3.5516,3.4467,3.3519,3.2743,3.1832,3.105,3.0278,2.9553,2.8915,2.8093,2.7525,2.7176,2.6861,2.6443,2.6104,2.5672,2.5113,2.4518,2.3919,2.3224,2.2788,2.2221,2.184,2.1404,2.1193,2.1462,2.2277,2.3671,2.5434
210,41,7.3525,7.0454,6.73,6.4354,6.1761,5.935,5.7244,5.552,5.3789,5.239,5.0995,5.0005,4.9247,4.8702,4.8192,4.7686,4.7479,4.7319,4.7366,4.7506,4.7691,4.8072,4.8442,4.8925,4.9255,4.981,5.0404,5.0963,5.1709,5.2224,5.2681,5.3218,5.3604,5.4314,5.515,5.5958,5.6518,5.7178,5.7847,5.8452,5.9024,5.9529,5.993,6.0391,6.0604,6.0775,6.0899,6.071,6.025,5.9818,5.9417,5.9247,5.9144,5.9306,5.9574,5.9751,6.007,6.0524,6.1155,6.2027,6.2542,6.3104,6.3557,6.394,6.406,6.4302,6.4431,6.4509,6.4797,6.4976,6.5257,6.5754,6.6187,6.6547,6.7087,6.7426,6.7453,6.7526,6.7502,6.7192,6.6779,6.6096,6.5302,6.4663,6.4058,6.3563,6.3222,6.2974,6.2763,6.2425,6.2049,6.169,6.1389,6.1016,6.079,6.083,6.0868,6.0759,6.047,5.9853,5.9113,5.8243,5.7186,5.602,5.4629,5.3335,5.2138,5.1018,4.9982,4.8958,4.8035,4.7105,4.6245,4.5583,4.4854,4.3902,4.3083,4.2401,4.1854,4.1266,4.0905,4.0475,4.026,4.0227,4.0348,4.0324,4.0039,3.9914,3.9872,3.9767,3.9897,3.9854,3.9703,3.9635,3.9576,3.9294,3.8911,3.8491,3.8099,3.7636,3.73,3.7241,3.7325,3.7107,3.6638,3.6371,3.6181,3.593,3.5585,3.5273,3.5041,3.4903,3.5064,3.5617,3.6671,3.8455,4.0913,4.3692,4.7088
211,41,6.1793,5.9652,5.7705,5.5799,5.4013,5.2397,5.0768,4.949,4.8292,4.7458,4.6942,4.6458,4.6066,4.5873,4.5891,4.5874,4.5874,4.6037,4.6203,4.628,4.628,4.6289,4.6297,4.6349,4.6381,4.6583,4.6716,4.6886,4.6874,4.6821,4.7049,4.7663,4.8088,4.8433,4.893,4.9253,4.9647,5.0358,5.0921,5.1512,5.2183,5.2843,5.3443,5.3908,5.4315,5.4492,5.4602,5.482,5.5075,5.5361,5.5708,5.6019,5.638,5.6764,5.7156,5.7318,5.7426,5.7444,5.7494,5.7645,5.784,5.7892,5.8006,5.8264,5.8268,5.8345,5.8593,5.8752,5.8848,5.902,5.941,6.0025,6.0483,6.0748,6.1086,6.1502,6.2007,6.2184,6.2195,6.2373,6.236,6.2348,6.2342,6.2125,6.1697,6.1353,6.1012,6.0732,6.0634,6.0474,6.06,6.0575,6.0383,6.0217,5.9714,5.9676,5.9646,5.9559,5.9192,5.8899,5.8616,5.844,5.7969,5.7602,5.7167,5.6738,5.6178,5.5551,5.4928,5.4279,5.3671,5.3012,5.2256,5.172,5.1303,5.1115,5.0985,5.0701,5.0448,5.0107,4.9721,4.94,4.8795,4.8166,4.7658,4.6985,4.6316,4.5522,4.4689,4.3721,4.2924,4.2398,4.1824,4.1261,4.0754,4.0249,3.989,3.9484,3.9208,3.904,3.9027,3.9076,3.896,3.9005,3.9175,3.9462,3.9885,4.0466,4.0969,4.1787,4.2875,4.43,4.609,4.8132,5.0481,5.32,5.6223,5.9522,6.3315
212,41,7.0174,6.7592,6.5237,6.2796,6.0107,5.7745,5.5529,5.3462,5.1759,5.0491,4.9583,4.8868,4.8478,4.8294,4.8095,4.795,4.8195,4.8474,4.8798,4.9376,5.0286,5.1286,5.2192,5.2858,5.3627,5.44,5.524,5.6015,5.6719,5.7191,5.7562,5.785,5.8504,5.9034,5.9477,6.003,6.0507,6.1078,6.1257,6.1262,6.1489,6.1921,6.2124,6.2414,6.2792,6.2867,6.2667,6.2401,6.2147,6.1898,6.1483,6.1085,6.0667,6.0051,5.9537,5.9062,5.8854,5.889,5.8997,5.9042,5.9198,5.9531,5.981,5.9971,5.9926,6.0025,5.9988,5.9771,5.971,5.9863,6.0306,6.0942,6.1644,6.2198,6.2712,6.3049,6.316,6.3248,6.3274,6.3323,6.3274,6.3051,6.3011,6.2819,6.2617,6.2389,6.2175,6.2349,6.242,6.2331,6.2394,6.2584,6.267,6.273,6.2353,6.1796,6.1058,6.0218,5.9592,5.9143,5.8755,5.8665,5.8545,5.8474,5.8311,5.8032,5.7818,5.7897,5.801,5.7893,5.7568,5.7105,5.6513,5.6088,5.5473,5.4768,5.424,5.3474,5.2746,5.2105,5.1527,5.1241,5.0953,5.054,5.0207,5.0064,4.9886,4.9629,4.9289,4.8682,4.7947,4.7286,4.6607,4.5702,4.4955,4.4079,4.3409,4.2812,4.2113,4.1442,4.1083,4.0872,4.0919,4.1135,4.1352,4.1635,4.2207,4.2832,4.3617,4.4417,4.5414,4.6547,4.7977,4.9688,5.1508,5.3706,5.6447,5.9448,6.3265
298,41,3.6943,3.4868,3.3026,3.1344,2.9899,2.8462,2.7328,2.6405,2.5816,2.5373,2.5057,2.4878,2.4897,2.4992,2.5064,2.5299,2.5571,2.6032,2.6585,2.7036,2.7581,2.8246,2.9003,2.9697,3.0276,3.0909,3.1669,3.2452,3.3076,3.3686,3.4301,3.4828,3.5251,3.5654,3.5948,3.6214,3.6445,3.662,3.6614,3.6649,3.6461,3.6273,3.6097,3.6026,3.5919,3.5771,3.5496,3.5245,3.4881,3.4454,3.4124,3.3712,3.3273,3.2851,3.2431,3.2207,3.2099,3.2051,3.1999,3.2017,3.2087,3.2303,3.2348,3.2572,3.2961,3.3385,3.371,3.3934,3.4126,3.4409,3.4609,3.4587,3.465,3.4702,3.4666,3.4736,3.4587,3.4639,3.4536,3.4478,3.4403,3.4209,3.4118,3.3934,3.3736,3.3588,3.3221,3.2905,3.2571,3.2148,3.179,3.149,3.1077,3.0477,2.9768,2.8736,2.7555,2.6264,2.5248,2.4188,2.3039,2.193,2.0683,1.9436,1.8166,1.6923,1.5797,1.4824,1.3968,1.322,1.2613,1.2261,1.1984,1.1757,1.1432,1.1108,1.0885,1.0651,1.0259,0.98272,0.93117,0.86223,0.77715,0.67477,0.57045,0.47432,0.41504,0.37307,0.34478,0.30356,0.27142,0.25862,0.24393,0.22142,0.19657,0.16523,0.13487,0.12038,0.12053,0.11964,0.12697,0.12526,0.11796,0.11141,0.1038,0.10879,0.11246,0.11646,0.12087,0.1479,0.18692,0.20087,0.17916,0.14549,0.13571,0.12464,0.11115,0.11941,0.1867
299,41,4.0153,3.8368,3.6593,3.495,3.3384,3.1991,3.0795,2.9861,2.9154,2.87,2.8351,2.8076,2.7864,2.7886,2.7962,2.8063,2.8301,2.8759,2.9239,2.9713,3.0152,3.0635,3.1127,3.1538,3.193,3.2257,3.2642,3.2945,3.3345,3.384,3.4367,3.487,3.536,3.5862,3.6265,3.6688,3.7092,3.75,3.7716,3.7897,3.7839,3.7555,3.7185,3.6695,3.6199,3.559,3.506,3.4565,3.4096,3.3651,3.3421,3.3216,3.3164,3.3172,3.3122,3.3127,3.3273,3.3528,3.3655,3.3785,3.3855,3.404,3.4128,3.4169,3.4253,3.4412,3.4649,3.4845,3.5008,3.5193,3.5294,3.529,3.5265,3.5142,3.5113,3.5312,3.5399,3.5409,3.5346,3.5086,3.4607,3.4115,3.3409,3.2606,3.1719,3.0765,2.9763,2.8659,2.7689,2.676,2.582,2.5064,2.4235,2.3328,2.2435,2.1604,2.0739,1.972,1.8738,1.7936,1.721,1.6446,1.5749,1.5005,1.429,1.3441,1.2463,1.1509,1.0525,0.9594,0.86344,0.76667,0.67758,0.60584,0.55775,0.52129,0.51057,0.50875,0.49168,0.4866,0.4758,0.45298,0.42006,0.38974,0.34753,0.30673,0.27518,0.2418,0.19408,0.15249,0.12633,0.13386,0.12595,0.12858,0.14522,0.15517,0.1477,0.13049,0.11498,0.10514,0.1079,0.10539,0.11228,0.1126,0.10748,0.11532,0.11734,0.1134,0.11385,0.13205,0.15868,0.16701,0.16175,0.13937,0.12475,0.11573,0.11095,0.11592,0.16648
300,41,3.6854,3.5436,3.4091,3.2721,3.1355,3.0109,2.8936,2.7965,2.7073,2.6362,2.5815,2.533,2.4947,2.4698,2.4632,2.4735,2.4911,2.5165,2.5549,2.5997,2.6564,2.7244,2.7954,2.871,2.9357,2.9924,3.0658,3.1362,3.1888,3.2386,3.2623,3.2836,3.2956,3.2938,3.2877,3.2775,3.2632,3.2261,3.1954,3.1655,3.1309,3.085,3.0362,2.9913,2.9604,2.9356,2.9152,2.8973,2.8871,2.8891,2.9033,2.9237,2.9657,3.0075,3.0507,3.1092,3.1839,3.2713,3.3556,3.4319,3.4985,3.5621,3.599,3.6101,3.604,3.5963,3.5785,3.5501,3.5299,3.5007,3.4592,3.4074,3.3356,3.2557,3.1494,3.0635,2.9487,2.8277,2.705,2.579,2.4822,2.3828,2.2788,2.1596,2.0476,1.936,1.8401,1.7776,1.721,1.6841,1.6542,1.6129,1.5734,1.5158,1.4255,1.3356,1.248,1.1558,1.0492,0.9359,0.8174,0.7075,0.59031,0.48282,0.38251,0.28824,0.1998,0.13547,0.11787,0.14964,0.18233,0.20626,0.18524,0.13876,0.10751,0.087536,0.090696,0.10826,0.12103,0.11313,0.096945,0.082819,0.07371,0.077007,0.078656,0.083278,0.088052,0.08898,0.081857,0.078693,0.074346,0.076949,0.075329,0.077071,0.073617,0.070037,0.071817,0.076101,0.082153,0.077284,0.077415,0.083457,0.079963,0.083784,0.084432,0.082034,0.077559,0.076559,0.07264,0.083608,0.099577,0.10928,0.099808,0.091766,0.081585,0.082328,0.086293,0.094181,0.12139
174,42,2.3187,2.2031,2.0929,1.9985,1.9073,1.8365,1.7858,1.7488,1.7112,1.6771,1.6448,1.6219,1.5995,1.5901,1.5817,1.5737,1.5782,1.5889,1.6071,1.6236,1.6563,1.686,1.7014,1.712,1.7167,1.7228,1.7325,1.7461,1.7688,1.7897,1.8134,1.8248,1.8344,1.8432,1.8481,1.8552,1.8619,1.8654,1.8666,1.8682,1.874,1.8786,1.8796,1.8948,1.91,1.9125,1.9168,1.9104,1.9057,1.8959,1.8938,1.8948,1.8983,1.9084,1.9131,1.9146,1.9018,1.8817,1.8684,1.8701,1.873,1.8926,1.9065,1.9107,1.9052,1.9026,1.9121,1.9147,1.9037,1.89,1.8822,1.8842,1.8869,1.8851,1.885,1.8923,1.9059,1.9212,1.9247,1.9419,1.981,2.0114,2.045,2.0676,2.0844,2.0859,2.0885,2.0763,2.0654,2.0507,2.0349,2.0074,1.981,1.9578,1.9409,1.9342,1.9245,1.926,1.9261,1.9154,1.9097,1.9078,1.9033,1.9016,1.9022,1.9076,1.9111,1.9134,1.9223,1.9392,1.96,1.9768,1.9812,1.9764,1.9631,1.9409,1.9191,1.905,1.8903,1.8724,1.8543,1.8387,1.8327,1.8374,1.8488,1.8689,1.8721,1.8657,1.8484,1.837,1.8208,1.813,1.8172,1.8287,1.8298,1.8308,1.8231,1.815,1.8142,1.816,1.8249,1.8354,1.843,1.8501,1.8627,1.8801,1.9053,1.9433,1.9968,2.0714,2.1476,2.2435,2.3613,2.5037,2.6503,2.801,2.9576,3.1365,3.3232
175,42,2.3918,2.2846,2.1745,2.0687,1.9778,1.9051,1.8383,1.7746,1.7309,1.705,1.6819,1.6843,1.7006,1.7269,1.7433,1.7708,1.8006,1.8167,1.8325,1.847,1.8585,1.8745,1.8817,1.8936,1.9078,1.9253,1.9456,1.9569,1.9687,1.9749,1.9621,1.9491,1.9263,1.8935,1.8534,1.8197,1.7965,1.7908,1.7826,1.7902,1.8126,1.8516,1.8736,1.8791,1.8694,1.8662,1.865,1.8746,1.9006,1.9313,1.959,1.9868,2.0048,2.0081,2.018,2.0301,2.0376,2.0301,2.0297,2.0318,2.0422,2.0463,2.0527,2.0273,2.0137,2.0116,2.0217,2.0341,2.0601,2.0778,2.1014,2.1195,2.1421,2.1594,2.1527,2.1444,2.1357,2.133,2.1319,2.1265,2.1306,2.1247,2.1225,2.1166,2.1069,2.1007,2.0907,2.0625,2.0444,2.0386,2.031,2.0118,1.994,1.9836,1.978,1.9745,1.9699,1.9663,1.9623,1.9629,1.9592,1.9575,1.9494,1.9377,1.9324,1.9259,1.9285,1.9454,1.9487,1.9531,1.9611,1.9603,1.9567,1.9591,1.9519,1.9403,1.9342,1.9188,1.9082,1.9016,1.8942,1.8997,1.913,1.9287,1.9341,1.9391,1.9351,1.9221,1.9166,1.9145,1.9191,1.9252,1.928,1.9371,1.9413,1.9395,1.9489,1.9624,1.9595,1.9561,1.9626,1.9561,1.9649,1.9794,1.9931,2.0196,2.0484,2.096,2.153,2.2212,2.3076,2.4137,2.5351,2.6804,2.8529,3.0439,3.255,3.4612,3.6839
176,42,2.5016,2.3937,2.2919,2.1898,2.0993,2.0168,1.943,1.8761,1.8248,1.7885,1.7691,1.7624,1.76,1.7577,1.7519,1.7556,1.7607,1.7714,1.781,1.7814,1.7748,1.7747,1.7826,1.8019,1.8086,1.8164,1.8329,1.8448,1.8599,1.8761,1.8997,1.9229,1.9453,1.9741,2.0055,2.0302,2.0499,2.0731,2.0972,2.117,2.1226,2.1229,2.1193,2.1229,2.1202,2.1292,2.137,2.1545,2.1719,2.1817,2.1871,2.1859,2.185,2.1783,2.1727,2.1662,2.1604,2.1506,2.1437,2.1428,2.1538,2.1649,2.1898,2.2226,2.2565,2.28,2.3129,2.3472,2.3743,2.4085,2.4534,2.4897,2.5143,2.5279,2.5276,2.5165,2.4995,2.4792,2.4725,2.4541,2.4319,2.4205,2.4124,2.396,2.3859,2.3883,2.3827,2.3717,2.3603,2.36,2.3623,2.359,2.3436,2.3306,2.3065,2.2799,2.2323,2.1907,2.1546,2.1193,2.0931,2.0686,2.044,2.0261,2.0164,2.0038,1.9912,1.9853,1.9948,2.0178,2.0405,2.0569,2.0774,2.0836,2.0884,2.0961,2.0954,2.0958,2.0999,2.1083,2.118,2.134,2.1562,2.1703,2.1698,2.1768,2.1752,2.1743,2.1635,2.1408,2.1205,2.0939,2.0784,2.0612,2.0517,2.0501,2.0587,2.0729,2.1008,2.1261,2.1597,2.1855,2.2243,2.2672,2.3035,2.3451,2.39,2.4516,2.5227,2.615,2.7303,2.8633,3.017,3.175,3.3388,3.5275,3.7243,3.9443,4.1644
